/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
362179	364016	1806	3630	1838	1825	89.61	632575	23237	0.29	7.85	redundans_scaffold00074	2156
370243	371494	8872	10181	1252	1310	89.87	632575	23237	0.20	5.64	redundans_scaffold00074	2156
372431	373609	10831	12006	1179	1176	90.00	632575	23237	0.19	5.06	redundans_scaffold00074	2156
381332	383344	19694	21741	2013	2048	90.72	632575	23237	0.32	8.81	redundans_scaffold00074	2156
384094	385262	22063	23237	1169	1175	92.50	632575	23237	0.18	5.06	redundans_scaffold00074	2156
389071	455624	66568	15	66554	66554	100.00	632575	66568	10.52	99.98	redundans_scaffold00074	1330
455655	518550	86078	23183	62896	62896	100.00	632575	86078	9.94	73.07	redundans_scaffold00074	448
484253	485275	15876	14839	1023	1038	91.56	632575	23237	0.16	4.47	redundans_scaffold00074	2156
484474	485766	596294	595068	1293	1227	85.10	632575	600914	0.20	0.20	redundans_scaffold00074	78
484474	485633	599446	600541	1160	1096	85.03	632575	600914	0.18	0.18	redundans_scaffold00074	78
496137	500428	33090	28801	4292	4290	94.84	632575	34399	0.68	12.47	redundans_scaffold00074	1328
496137	513772	1827	19371	17636	17545	93.47	632575	24701	2.79	71.03	redundans_scaffold00074	1810
500815	505575	28776	24033	4761	4744	95.44	632575	34399	0.75	13.79	redundans_scaffold00074	1328
505736	513772	23894	15861	8037	8034	94.76	632575	34399	1.27	23.36	redundans_scaffold00074	1328
513254	518550	16136	10785	5297	5352	93.59	632575	34399	0.84	15.56	redundans_scaffold00074	1328
513254	518550	19097	24463	5297	5367	91.69	632575	24701	0.84	21.73	redundans_scaffold00074	1810
518596	632575	1	113980	113980	113980	100.00	632575	113980	18.02	100.00	redundans_scaffold00074	1246
528636	529981	48543	47183	1346	1361	86.20	632575	158036	0.21	0.86	redundans_scaffold00074	1322
532010	534651	45955	43389	2642	2567	91.85	632575	158036	0.42	1.62	redundans_scaffold00074	1322
540380	543670	41486	38187	3291	3300	89.99	632575	158036	0.52	2.09	redundans_scaffold00074	1322
544824	554611	37103	27333	9788	9771	88.95	632575	158036	1.55	6.18	redundans_scaffold00074	1322
555073	557303	27043	24804	2231	2240	91.08	632575	158036	0.35	1.42	redundans_scaffold00074	1322
563552	565719	661447	659281	2168	2167	98.94	632575	1778376	0.34	0.12	redundans_scaffold00074	120
569927	582761	16584	3914	12835	12671	91.55	632575	158036	2.03	8.02	redundans_scaffold00074	1322
582892	586134	3910	706	3243	3205	89.80	632575	158036	0.51	2.03	redundans_scaffold00074	1322
586313	592324	1	5895	6012	5895	93.14	632575	29258	0.95	20.15	redundans_scaffold00074	1144
592695	598176	5895	11475	5482	5581	94.48	632575	29258	0.87	19.08	redundans_scaffold00074	1144
599009	605029	11480	17478	6021	5999	95.44	632575	29258	0.95	20.50	redundans_scaffold00074	1144
605183	613912	17507	26230	8730	8724	95.14	632575	29258	1.38	29.82	redundans_scaffold00074	1144
614288	617196	26252	29258	2909	3007	94.28	632575	29258	0.46	10.28	redundans_scaffold00074	1144
1	384283	1	384283	384283	384283	100.00	428200	384301	89.74	100.00	redundans_scaffold00075	962
427	1713	72568	73879	1287	1312	88.61	428200	304075	0.30	0.43	redundans_scaffold00075	402
13082	16113	88723	91758	3032	3036	92.27	428200	304075	0.71	1.00	redundans_scaffold00075	402
23217	24365	97892	99035	1149	1144	89.29	428200	304075	0.27	0.38	redundans_scaffold00075	402
65192	69885	499018	503741	4694	4724	97.45	428200	535692	1.10	0.88	redundans_scaffold00075	948
65193	66940	516681	518451	1748	1771	95.01	428200	535692	0.41	0.33	redundans_scaffold00075	948
70093	81004	503742	514634	10912	10893	96.89	428200	535692	2.55	2.03	redundans_scaffold00075	948
81004	83240	5768	8089	2237	2322	91.09	428200	227743	0.52	1.02	redundans_scaffold00075	342
81004	83240	514828	517074	2237	2247	96.38	428200	535692	0.52	0.42	redundans_scaffold00075	948
108767	111268	159447	161975	2502	2529	92.00	428200	304075	0.58	0.83	redundans_scaffold00075	402
170635	172341	145611	143911	1707	1701	96.56	428200	145611	0.40	1.17	redundans_scaffold00075	1224
172532	177168	143620	138965	4637	4656	97.42	428200	145611	1.08	3.20	redundans_scaffold00075	1224
185932	188040	138777	136670	2109	2108	97.69	428200	145611	0.49	1.45	redundans_scaffold00075	1224
188213	189698	136669	135181	1486	1489	98.27	428200	145611	0.35	1.02	redundans_scaffold00075	1224
189883	195309	135023	129603	5427	5421	98.57	428200	145611	1.27	3.72	redundans_scaffold00075	1224
191647	194228	141371	138821	2582	2551	96.10	428200	145611	0.60	1.75	redundans_scaffold00075	1224
195913	199179	129610	126293	3267	3318	96.26	428200	145611	0.76	2.28	redundans_scaffold00075	1224
200392	203864	125751	122293	3473	3459	94.23	428200	145611	0.81	2.38	redundans_scaffold00075	1224
204362	208538	121812	117587	4177	4226	95.13	428200	145611	0.98	2.90	redundans_scaffold00075	1224
211972	215371	114123	110697	3400	3427	94.68	428200	145611	0.79	2.35	redundans_scaffold00075	1224
215456	217097	110555	108909	1642	1647	96.68	428200	145611	0.38	1.13	redundans_scaffold00075	1224
217903	223150	107750	102564	5248	5187	96.14	428200	145611	1.23	3.56	redundans_scaffold00075	1224
223104	224776	102372	100703	1673	1670	96.93	428200	145611	0.39	1.15	redundans_scaffold00075	1224
224730	225762	100802	99781	1033	1022	96.44	428200	145611	0.24	0.70	redundans_scaffold00075	1224
225903	228049	99850	97722	2147	2129	95.52	428200	145611	0.50	1.46	redundans_scaffold00075	1224
228048	229478	96340	94837	1431	1504	91.28	428200	145611	0.33	1.03	redundans_scaffold00075	1224
229470	230881	93462	92130	1412	1333	90.33	428200	145611	0.33	0.92	redundans_scaffold00075	1224
231914	235876	91230	87287	3963	3944	97.10	428200	145611	0.93	2.71	redundans_scaffold00075	1224
235985	240443	87285	82972	4459	4314	94.58	428200	145611	1.04	2.96	redundans_scaffold00075	1224
241374	247343	82803	77025	5970	5779	93.82	428200	145611	1.39	3.97	redundans_scaffold00075	1224
247344	249020	76797	75073	1677	1725	93.85	428200	145611	0.39	1.18	redundans_scaffold00075	1224
249142	257075	75071	67189	7934	7883	96.86	428200	145611	1.85	5.41	redundans_scaffold00075	1224
257180	258852	66058	64349	1673	1710	95.93	428200	145611	0.39	1.17	redundans_scaffold00075	1224
259056	260604	64357	62796	1549	1562	94.54	428200	145611	0.36	1.07	redundans_scaffold00075	1224
260604	262563	62874	60874	1960	2001	96.27	428200	145611	0.46	1.37	redundans_scaffold00075	1224
263116	267430	59092	54773	4315	4320	98.39	428200	145611	1.01	2.97	redundans_scaffold00075	1224
267423	270757	53658	50391	3335	3268	91.18	428200	145611	0.78	2.24	redundans_scaffold00075	1224
271050	274167	37879	34832	3118	3048	95.23	428200	145611	0.73	2.09	redundans_scaffold00075	1224
314697	316137	134225	132776	1441	1450	81.06	428200	134229	0.34	1.08	redundans_scaffold00075	30
325033	327014	122870	120861	1982	2010	87.92	428200	134229	0.46	1.50	redundans_scaffold00075	30
327264	328500	120644	119424	1237	1221	83.93	428200	134229	0.29	0.91	redundans_scaffold00075	30
330904	332720	113334	111494	1817	1841	88.89	428200	134229	0.42	1.37	redundans_scaffold00075	30
337286	339215	106423	104458	1930	1966	87.98	428200	134229	0.45	1.46	redundans_scaffold00075	30
340855	342237	101213	99808	1383	1406	85.09	428200	134229	0.32	1.05	redundans_scaffold00075	30
347469	354534	34832	27743	7066	7090	95.28	428200	145611	1.65	4.87	redundans_scaffold00075	1224
348496	350816	90967	88627	2321	2341	86.63	428200	134229	0.54	1.74	redundans_scaffold00075	30
354648	361217	27742	21223	6570	6520	96.69	428200	145611	1.53	4.48	redundans_scaffold00075	1224
357305	359029	62084	60253	1725	1832	85.53	428200	134229	0.40	1.36	redundans_scaffold00075	30
359047	361218	59165	56970	2172	2196	87.75	428200	134229	0.51	1.64	redundans_scaffold00075	30
361218	362245	21111	20092	1028	1020	95.86	428200	145611	0.24	0.70	redundans_scaffold00075	1224
363111	365267	19270	17175	2157	2096	92.61	428200	145611	0.50	1.44	redundans_scaffold00075	1224
364375	367268	53753	50879	2894	2875	88.71	428200	134229	0.68	2.14	redundans_scaffold00075	30
365264	371525	15000	8774	6262	6227	95.37	428200	145611	1.46	4.28	redundans_scaffold00075	1224
370788	373160	47411	44963	2373	2449	83.67	428200	134229	0.55	1.82	redundans_scaffold00075	30
371615	375625	8783	4755	4011	4029	93.83	428200	145611	0.94	2.77	redundans_scaffold00075	1224
375909	378957	4792	1661	3049	3132	92.98	428200	145611	0.71	2.15	redundans_scaffold00075	1224
382634	384282	1664	20	1649	1645	97.35	428200	145611	0.39	1.13	redundans_scaffold00075	1224
382634	383916	32494	31211	1283	1284	93.14	428200	134229	0.30	0.96	redundans_scaffold00075	30
383926	384947	30984	29912	1022	1073	84.48	428200	134229	0.24	0.80	redundans_scaffold00075	30
384299	428200	43902	1	43902	43902	100.00	428200	43902	10.25	100.00	redundans_scaffold00075	1488
408964	410158	5835	4722	1195	1114	84.39	428200	134229	0.28	0.83	redundans_scaffold00075	30
413570	414946	2515	1111	1377	1405	89.02	428200	134229	0.32	1.05	redundans_scaffold00075	30
1	381379	1	381379	381379	381379	100.00	381379	381379	100.00	100.00	redundans_scaffold00076	632
6131	7430	865950	864653	1300	1298	90.57	381379	1047152	0.34	0.12	redundans_scaffold00076	1086
25525	28053	845348	842801	2529	2548	89.38	381379	1047152	0.66	0.24	redundans_scaffold00076	1086
31565	32902	840544	839258	1338	1287	86.52	381379	1047152	0.35	0.12	redundans_scaffold00076	1086
34241	37885	37999	41575	3645	3577	96.50	381379	251885	0.96	1.42	redundans_scaffold00076	1166
35503	46467	192983	203849	10965	10867	93.91	381379	395080	2.88	2.75	redundans_scaffold00076	14
35503	46467	10613	21492	10965	10880	94.00	381379	40975	2.88	26.55	redundans_scaffold00076	1768
36921	46467	373751	364275	9547	9477	93.07	381379	575656	2.50	1.65	redundans_scaffold00076	474
44167	46229	6488	8579	2063	2092	86.24	381379	11574	0.54	18.07	redundans_scaffold00076	1784
60037	62285	828323	826136	2249	2188	91.16	381379	1047152	0.59	0.21	redundans_scaffold00076	1086
64581	65638	823663	822574	1058	1090	84.64	381379	1047152	0.28	0.10	redundans_scaffold00076	1086
76644	79968	792330	789007	3325	3324	89.99	381379	1047152	0.87	0.32	redundans_scaffold00076	1086
83531	84642	190509	189396	1112	1114	98.30	381379	904282	0.29	0.12	redundans_scaffold00076	322
83531	84644	31281	30183	1114	1099	97.58	381379	535692	0.29	0.21	redundans_scaffold00076	948
93119	94307	772245	771129	1189	1117	85.84	381379	1047152	0.31	0.11	redundans_scaffold00076	1086
105902	108905	759616	756683	3004	2934	89.10	381379	1047152	0.79	0.28	redundans_scaffold00076	1086
142382	143498	559	1673	1117	1115	97.95	381379	71831	0.29	1.55	redundans_scaffold00076	526
142386	143498	82666	83754	1113	1089	96.86	381379	779274	0.29	0.14	redundans_scaffold00076	128
142386	143498	155942	157053	1113	1112	98.83	381379	272732	0.29	0.41	redundans_scaffold00076	130
145547	146623	48839	47777	1077	1063	92.21	381379	270136	0.28	0.39	redundans_scaffold00076	284
163099	166030	7754	4819	2932	2936	98.54	381379	13115	0.77	22.39	redundans_scaffold00076	1844
197124	201493	726421	730622	4370	4202	88.19	381379	1047152	1.15	0.40	redundans_scaffold00076	1086
234078	235380	649599	648318	1303	1282	91.58	381379	1047152	0.34	0.12	redundans_scaffold00076	1086
303077	304108	151827	150802	1032	1026	98.84	381379	458017	0.27	0.22	redundans_scaffold00076	1540
312996	314676	582523	580864	1681	1660	89.58	381379	1047152	0.44	0.16	redundans_scaffold00076	1086
317290	318353	1055467	1056532	1064	1066	98.22	381379	1363323	0.28	0.08	redundans_scaffold00076	326
323176	324434	569888	568622	1259	1267	91.71	381379	1047152	0.33	0.12	redundans_scaffold00076	1086
334756	336275	270533	272051	1520	1519	94.13	381379	741226	0.40	0.20	redundans_scaffold00076	702
361885	364093	546320	544072	2209	2249	92.77	381379	1047152	0.58	0.21	redundans_scaffold00076	1086
1	377816	1	377816	377816	377816	100.00	377816	377816	100.00	100.00	redundans_scaffold00077	1114
24140	25715	437401	438961	1576	1561	93.55	377816	456748	0.42	0.34	redundans_scaffold00077	660
80262	81379	119253	118153	1118	1101	94.25	377816	141006	0.30	0.78	redundans_scaffold00077	238
121315	122436	159493	158379	1122	1115	98.31	377816	476215	0.30	0.23	redundans_scaffold00077	212
144016	145520	126640	128131	1505	1492	86.30	377816	230288	0.40	0.65	redundans_scaffold00077	818
147140	149461	129755	132040	2322	2286	90.96	377816	230288	0.61	0.99	redundans_scaffold00077	818
149692	151070	132233	133633	1379	1401	89.79	377816	230288	0.36	0.61	redundans_scaffold00077	818
151331	153325	133899	135881	1995	1983	89.08	377816	230288	0.53	0.86	redundans_scaffold00077	818
154356	155580	137077	138296	1225	1220	88.75	377816	230288	0.32	0.53	redundans_scaffold00077	818
156721	158138	139595	141051	1418	1457	88.33	377816	230288	0.38	0.63	redundans_scaffold00077	818
159376	160739	60110	58755	1364	1356	85.53	377816	64937	0.36	2.09	redundans_scaffold00077	2014
160780	162564	164874	166682	1785	1809	83.85	377816	230288	0.47	0.79	redundans_scaffold00077	818
160933	162564	58729	57085	1632	1645	84.57	377816	64937	0.43	2.53	redundans_scaffold00077	2014
165754	167132	54270	52828	1379	1443	83.80	377816	64937	0.36	2.22	redundans_scaffold00077	2014
165754	167132	169401	170846	1379	1446	83.57	377816	230288	0.36	0.63	redundans_scaffold00077	818
179148	180761	370366	371976	1614	1611	99.38	377816	458017	0.43	0.35	redundans_scaffold00077	1540
179397	180622	991842	993061	1226	1220	98.86	377816	2072160	0.32	0.06	redundans_scaffold00077	40
185900	187406	27612	26065	1507	1548	86.30	377816	64937	0.40	2.38	redundans_scaffold00077	2014
185900	187333	190773	192242	1434	1470	87.04	377816	230288	0.38	0.64	redundans_scaffold00077	818
188362	191296	24315	21434	2935	2882	86.12	377816	64937	0.78	4.44	redundans_scaffold00077	2014
189746	191288	195514	197041	1543	1528	87.69	377816	230288	0.41	0.66	redundans_scaffold00077	818
192552	194227	20026	18363	1676	1664	82.88	377816	64937	0.44	2.56	redundans_scaffold00077	2014
192552	194266	198276	199866	1715	1591	82.31	377816	230288	0.45	0.69	redundans_scaffold00077	818
194990	196326	17125	15789	1337	1337	86.39	377816	64937	0.35	2.06	redundans_scaffold00077	2014
194993	196856	200795	202545	1864	1751	84.67	377816	230288	0.49	0.76	redundans_scaffold00077	818
196819	203482	342712	335935	6664	6778	93.07	377816	342712	1.76	1.98	redundans_scaffold00077	1054
197860	200338	13205	10617	2479	2589	86.76	377816	64937	0.66	3.99	redundans_scaffold00077	2014
200704	203220	10295	7793	2517	2503	86.22	377816	64937	0.67	3.85	redundans_scaffold00077	2014
200704	201780	218340	219357	1077	1018	86.30	377816	230288	0.29	0.44	redundans_scaffold00077	818
201630	203478	327476	325625	1849	1852	95.74	377816	342712	0.49	0.54	redundans_scaffold00077	1054
201689	203279	220872	222458	1591	1587	91.40	377816	230288	0.42	0.69	redundans_scaffold00077	818
201870	202966	210094	211201	1097	1108	92.83	377816	230288	0.29	0.48	redundans_scaffold00077	818
203824	205933	317518	315343	2110	2176	93.38	377816	342712	0.56	0.63	redundans_scaffold00077	1054
208441	214795	312790	306094	6355	6697	90.44	377816	342712	1.68	1.95	redundans_scaffold00077	1054
216069	220520	305090	300550	4452	4541	89.53	377816	342712	1.18	1.33	redundans_scaffold00077	1054
227218	230046	293535	290736	2829	2800	93.24	377816	342712	0.75	0.82	redundans_scaffold00077	1054
230511	232015	289865	288365	1505	1501	97.16	377816	342712	0.40	0.44	redundans_scaffold00077	1054
232140	234748	288346	285762	2609	2585	93.18	377816	342712	0.69	0.75	redundans_scaffold00077	1054
234749	237696	285133	282146	2948	2988	93.36	377816	342712	0.78	0.87	redundans_scaffold00077	1054
237689	242031	281772	277359	4343	4414	95.24	377816	342712	1.15	1.29	redundans_scaffold00077	1054
243362	251860	275817	267410	8499	8408	94.08	377816	342712	2.25	2.45	redundans_scaffold00077	1054
252418	257373	22126	17154	4956	4973	89.26	377816	56978	1.31	8.73	redundans_scaffold00077	1776
253220	258842	265700	260085	5623	5616	96.40	377816	342712	1.49	1.64	redundans_scaffold00077	1054
258017	259674	16151	14460	1658	1692	88.18	377816	56978	0.44	2.97	redundans_scaffold00077	1776
258827	261926	260055	256801	3100	3255	93.96	377816	342712	0.82	0.95	redundans_scaffold00077	1054
259674	260895	14348	13127	1222	1222	91.61	377816	56978	0.32	2.14	redundans_scaffold00077	1776
262918	265050	255979	253860	2133	2120	96.51	377816	342712	0.56	0.62	redundans_scaffold00077	1054
265057	270999	245853	240026	5943	5828	95.74	377816	342712	1.57	1.70	redundans_scaffold00077	1054
275124	276775	236086	234380	1652	1707	93.41	377816	342712	0.44	0.50	redundans_scaffold00077	1054
277899	280184	234388	232136	2286	2253	96.60	377816	342712	0.61	0.66	redundans_scaffold00077	1054
1	50961	1	50961	50961	50961	100.00	404009	347862	12.61	14.65	redundans_scaffold00078	154
50977	95689	1	44713	44713	44713	100.00	404009	44725	11.07	99.97	redundans_scaffold00078	1728
53027	69302	1720	17907	16276	16188	97.73	404009	33245	4.03	48.69	redundans_scaffold00078	1978
54296	55310	6404	5379	1015	1026	96.81	404009	60856	0.25	1.69	redundans_scaffold00078	800
65562	78115	18493	30927	12554	12435	98.12	404009	33245	3.11	37.40	redundans_scaffold00078	1978
75263	76263	178949	179951	1001	1003	98.51	404009	643475	0.25	0.16	redundans_scaffold00078	672
78733	94477	202133	217804	15745	15672	98.78	404009	535692	3.90	2.93	redundans_scaffold00078	948
80853	93819	126646	139542	12967	12897	93.44	404009	326139	3.21	3.95	redundans_scaffold00078	728
80853	88259	289419	282016	7407	7404	92.11	404009	339820	1.83	2.18	redundans_scaffold00078	90
86765	91380	46112	41569	4616	4544	95.53	404009	227743	1.14	2.00	redundans_scaffold00078	342
88872	93819	281975	277110	4948	4866	95.86	404009	339820	1.22	1.43	redundans_scaffold00078	90
94478	95613	32067	33198	1136	1132	95.33	404009	33245	0.28	3.41	redundans_scaffold00078	1978
95705	404009	308305	1	308305	308305	100.00	404009	308305	76.31	100.00	redundans_scaffold00078	624
140256	141278	591194	592199	1023	1006	90.06	404009	1110641	0.25	0.09	redundans_scaffold00078	664
154632	155735	617874	619000	1104	1127	87.13	404009	1110641	0.27	0.10	redundans_scaffold00078	664
155960	157882	619083	621086	1923	2004	89.64	404009	1110641	0.48	0.18	redundans_scaffold00078	664
158082	159609	621382	622900	1528	1519	89.18	404009	1110641	0.38	0.14	redundans_scaffold00078	664
158185	159600	31209	32615	1416	1407	89.53	404009	51450	0.35	2.73	redundans_scaffold00078	1658
160713	162188	623784	625296	1476	1513	92.41	404009	1110641	0.37	0.14	redundans_scaffold00078	664
162840	164360	625292	626843	1521	1552	85.88	404009	1110641	0.38	0.14	redundans_scaffold00078	664
198540	199829	57947	56586	1290	1362	93.98	404009	383176	0.32	0.36	redundans_scaffold00078	400
214415	215504	694809	695908	1090	1100	89.32	404009	1110641	0.27	0.10	redundans_scaffold00078	664
216173	223115	1	6918	6943	6918	98.51	404009	520971	1.72	1.33	redundans_scaffold00078	512
222700	224737	705004	706957	2038	1954	89.34	404009	1110641	0.50	0.18	redundans_scaffold00078	664
223218	231593	18682	26897	8376	8216	96.44	404009	520971	2.07	1.58	redundans_scaffold00078	512
228425	229565	32380	31286	1141	1095	93.09	404009	37894	0.28	2.89	redundans_scaffold00078	1922
228425	229565	32666	31577	1141	1090	92.74	404009	44419	0.28	2.45	redundans_scaffold00078	846
235032	238274	29216	32439	3243	3224	95.54	404009	520971	0.80	0.62	redundans_scaffold00078	512
238583	245961	32625	40069	7379	7445	97.23	404009	520971	1.83	1.43	redundans_scaffold00078	512
246419	262936	40247	56672	16518	16426	98.12	404009	520971	4.09	3.15	redundans_scaffold00078	512
246419	247711	729846	731129	1293	1284	92.39	404009	1110641	0.32	0.12	redundans_scaffold00078	664
248318	251665	731122	734579	3348	3458	88.45	404009	1110641	0.83	0.31	redundans_scaffold00078	664
264898	282458	57902	75463	17561	17562	99.42	404009	520971	4.35	3.37	redundans_scaffold00078	512
282451	296968	77481	92071	14518	14591	98.51	404009	520971	3.59	2.80	redundans_scaffold00078	512
297068	298873	92179	93916	1806	1738	93.59	404009	520971	0.45	0.33	redundans_scaffold00078	512
301592	302964	453464	454848	1373	1385	97.27	404009	779274	0.34	0.18	redundans_scaffold00078	128
301592	302819	85991	84757	1228	1235	97.02	404009	122795	0.30	1.01	redundans_scaffold00078	1350
301593	302963	92018	90617	1371	1402	96.02	404009	122795	0.34	1.14	redundans_scaffold00078	1350
303792	311164	97217	104615	7373	7399	98.40	404009	520971	1.82	1.42	redundans_scaffold00078	512
303792	305164	787228	788609	1373	1382	89.81	404009	1110641	0.34	0.12	redundans_scaffold00078	664
306907	308424	790522	792052	1518	1531	93.86	404009	1110641	0.38	0.14	redundans_scaffold00078	664
311156	314958	104819	108603	3803	3785	98.87	404009	520971	0.94	0.73	redundans_scaffold00078	512
313616	316227	798552	801239	2612	2688	89.35	404009	1110641	0.65	0.24	redundans_scaffold00078	664
314954	325354	108640	119060	10401	10421	98.57	404009	520971	2.57	2.00	redundans_scaffold00078	512
316251	318355	801484	803634	2105	2151	87.51	404009	1110641	0.52	0.19	redundans_scaffold00078	664
319298	320307	803627	804639	1010	1013	93.84	404009	1110641	0.25	0.09	redundans_scaffold00078	664
326486	338683	119558	131754	12198	12197	98.32	404009	520971	3.02	2.34	redundans_scaffold00078	512
329287	332603	839127	842404	3317	3278	91.03	404009	1110641	0.82	0.30	redundans_scaffold00078	664
336868	338683	847747	849607	1816	1861	84.00	404009	1110641	0.45	0.17	redundans_scaffold00078	664
340690	345358	131749	136396	4669	4648	98.67	404009	520971	1.16	0.89	redundans_scaffold00078	512
340699	341748	849606	850618	1050	1013	89.18	404009	1110641	0.26	0.09	redundans_scaffold00078	664
342760	345147	851211	853549	2388	2339	87.95	404009	1110641	0.59	0.21	redundans_scaffold00078	664
345991	375170	136748	165896	29180	29149	99.01	404009	520971	7.22	5.60	redundans_scaffold00078	512
347177	348658	859481	860972	1482	1492	84.78	404009	1110641	0.37	0.13	redundans_scaffold00078	664
352064	354395	863658	865943	2332	2286	83.44	404009	1110641	0.58	0.21	redundans_scaffold00078	664
357859	359083	870508	871656	1225	1149	78.40	404009	1110641	0.30	0.10	redundans_scaffold00078	664
375166	383059	190457	198297	7894	7841	97.43	404009	520971	1.95	1.51	redundans_scaffold00078	512
385130	386155	901143	902162	1026	1020	86.78	404009	1110641	0.25	0.09	redundans_scaffold00078	664
385432	386476	200023	201027	1045	1005	92.86	404009	520971	0.26	0.19	redundans_scaffold00078	512
386510	388404	201416	203300	1895	1885	97.06	404009	520971	0.47	0.36	redundans_scaffold00078	512
387086	388369	904350	905623	1284	1274	87.48	404009	1110641	0.32	0.11	redundans_scaffold00078	664
388416	390129	203759	205473	1714	1715	92.64	404009	520971	0.42	0.33	redundans_scaffold00078	512
388795	389932	905910	907051	1138	1142	85.90	404009	1110641	0.28	0.10	redundans_scaffold00078	664
390881	393204	206319	208641	2324	2323	90.56	404009	520971	0.58	0.45	redundans_scaffold00078	512
396564	398194	217468	219118	1631	1651	94.98	404009	520971	0.40	0.32	redundans_scaffold00078	512
397115	398163	918062	919117	1049	1056	89.95	404009	1110641	0.26	0.10	redundans_scaffold00078	664
398192	400013	219331	221154	1822	1824	95.65	404009	520971	0.45	0.35	redundans_scaffold00078	512
398862	401574	948227	950889	2713	2663	90.59	404009	1110641	0.67	0.24	redundans_scaffold00078	664
401645	404009	222675	225040	2365	2366	93.35	404009	520971	0.59	0.45	redundans_scaffold00078	512
401950	403362	951256	952716	1413	1461	83.48	404009	1110641	0.35	0.13	redundans_scaffold00078	664
1	128727	186720	57961	128727	128760	99.88	573768	186720	22.44	68.96	redundans_scaffold00079	528
1636	3735	2475	4594	2100	2120	89.97	573768	92238	0.37	2.30	redundans_scaffold00079	1412
4976	6425	5213	6664	1450	1452	95.37	573768	92238	0.25	1.57	redundans_scaffold00079	1412
7724	10383	6663	9349	2660	2687	94.75	573768	92238	0.46	2.91	redundans_scaffold00079	1412
10996	13850	9367	12226	2855	2860	93.17	573768	92238	0.50	3.10	redundans_scaffold00079	1412
18153	19919	16657	18465	1767	1809	89.17	573768	92238	0.31	1.96	redundans_scaffold00079	1412
20774	28931	19148	27353	8158	8206	95.64	573768	92238	1.42	8.90	redundans_scaffold00079	1412
28943	33370	27551	31911	4428	4361	95.73	573768	92238	0.77	4.73	redundans_scaffold00079	1412
34298	38181	32898	36765	3884	3868	90.43	573768	92238	0.68	4.19	redundans_scaffold00079	1412
38380	41333	37780	40570	2954	2791	85.87	573768	92238	0.51	3.03	redundans_scaffold00079	1412
41596	49774	40848	49078	8179	8231	94.41	573768	92238	1.43	8.92	redundans_scaffold00079	1412
51602	55890	64480	68766	4289	4287	99.56	573768	162236	0.75	2.64	redundans_scaffold00079	1654
54169	55171	188270	187268	1003	1003	94.63	573768	229068	0.17	0.44	redundans_scaffold00079	82
56243	61245	51616	56547	5003	4932	94.74	573768	92238	0.87	5.35	redundans_scaffold00079	1412
61238	63999	57356	60111	2762	2756	98.16	573768	92238	0.48	2.99	redundans_scaffold00079	1412
64476	65894	60192	61606	1419	1415	94.92	573768	92238	0.25	1.53	redundans_scaffold00079	1412
68878	81558	64066	76857	12681	12792	94.71	573768	92238	2.21	13.87	redundans_scaffold00079	1412
71217	75143	308386	312295	3927	3910	91.19	573768	347862	0.68	1.12	redundans_scaffold00079	154
77599	88028	81809	92210	10430	10402	95.85	573768	92238	1.82	11.28	redundans_scaffold00079	1412
77631	88411	314960	325806	10781	10847	92.67	573768	347862	1.88	3.12	redundans_scaffold00079	154
90697	93736	329128	332126	3040	2999	91.34	573768	347862	0.53	0.86	redundans_scaffold00079	154
93727	96448	332925	335627	2722	2703	90.71	573768	347862	0.47	0.78	redundans_scaffold00079	154
96440	104730	336324	344729	8291	8406	90.66	573768	347862	1.45	2.42	redundans_scaffold00079	154
105978	106987	346801	347816	1010	1016	88.94	573768	347862	0.18	0.29	redundans_scaffold00079	154
108772	110911	44873	46946	2140	2074	87.01	573768	126821	0.37	1.64	redundans_scaffold00079	676
111713	113437	87643	85924	1725	1720	94.29	573768	512271	0.30	0.34	redundans_scaffold00079	392
111855	113248	87824	89220	1394	1397	95.69	573768	512271	0.24	0.27	redundans_scaffold00079	392
127151	227394	100262	19	100244	100244	100.00	573768	100262	17.47	99.98	redundans_scaffold00079	286
132113	135460	56069	52662	3348	3408	85.81	573768	186720	0.58	1.83	redundans_scaffold00079	528
133962	135466	126821	125376	1505	1446	83.80	573768	126821	0.26	1.14	redundans_scaffold00079	676
137062	140750	50028	46323	3689	3706	87.10	573768	186720	0.64	1.98	redundans_scaffold00079	528
137928	140752	123016	120193	2825	2824	85.77	573768	126821	0.49	2.23	redundans_scaffold00079	676
142986	145274	43657	41402	2289	2256	86.45	573768	186720	0.40	1.21	redundans_scaffold00079	528
143446	147150	85158	81443	3705	3716	93.70	573768	85458	0.65	4.35	redundans_scaffold00079	578
145440	146536	116670	115602	1097	1069	81.63	573768	126821	0.19	0.84	redundans_scaffold00079	676
147149	149171	81252	79226	2023	2027	92.91	573768	85458	0.35	2.37	redundans_scaffold00079	578
147383	149101	38848	37074	1719	1775	87.69	573768	186720	0.30	0.95	redundans_scaffold00079	528
